Row,PBstart,PCstart,PDstart,PFstart,PArise,PBrise,PCrise,PDrise,PFrise,PAfall,PBfall,PCfall,PDfall,PFfall,PAwidth,PBwidth,PCwidth,PDwidth,PFwidth,y
60009,2.652e-06,2.469e-05,-2.16e-05,-1.84e-05,1.790e-05,2.345e-05,4.309e-05,1.404e-05,1.517e-05,0.0002264,0.0003059,0.0002651,0.0002949,0.0003004,0.0001901,0.0002409,0.0002475,0.0001845,0.0002266,-19.7
60182,2.444e-06,2.818e-05,-2.14e-05,-2.02e-05,1.883e-05,2.383e-05,3.890e-05,1.345e-05,1.446e-05,0.0002277,0.0002707,0.0002610,0.0002877,0.0002928,0.0001899,0.0002498,0.0002473,0.0001826,0.0002215,-19.7
60441,3.764e-06,2.972e-05,-2.15e-05,-1.60e-05,1.838e-05,2.268e-05,3.701e-05,1.251e-05,1.450e-05,0.0002359,0.0002644,0.0003080,0.0002890,0.0002838,0.0001967,0.0002392,0.0002534,0.0001702,0.0002172,-19.7
60926,3.786e-06,2.829e-05,-2.23e-05,-1.83e-05,1.791e-05,2.163e-05,3.835e-05,1.261e-05,1.420e-05,0.0002231,0.0002741,0.0002723,0.0002855,0.0003004,0.0001988,0.0002536,0.0002571,0.0001763,0.0002222,-19.7
61685,2.810e-06,3.262e-05,-2.22e-05,-1.77e-05,1.820e-05,2.223e-05,3.656e-05,1.340e-05,1.552e-05,0.0002195,0.0002978,0.0003137,0.0002942,0.0002952,0.0001923,0.0002491,0.0002521,0.0001829,0.0002300,-19.7
62396,2.512e-06,2.960e-05,-2.14e-05,-1.91e-05,1.822e-05,2.413e-05,4.012e-05,1.340e-05,1.465e-05,0.0002146,0.0002606,0.0003147,0.0002856,0.0002816,0.0001945,0.0002421,0.0002567,0.0001818,0.0002268,-19.7
62751,2.397e-06,2.755e-05,-2.21e-05,-1.85e-05,1.836e-05,2.386e-05,3.615e-05,1.303e-05,1.417e-05,0.0002330,0.0002710,0.0002742,0.0002813,0.0002930,0.0001968,0.0002547,0.0002741,0.0001793,0.0002221,-19.7
62813,2.675e-06,2.901e-05,-2.11e-05,-1.91e-05,1.825e-05,2.305e-05,3.557e-05,1.434e-05,1.567e-05,0.0002137,0.0002591,0.0002881,0.0003062,0.0003027,0.0001970,0.0002412,0.0002639,0.0001960,0.0002272,-19.7
63055,2.559e-06,2.911e-05,-2.16e-05,-1.58e-05,1.831e-05,2.284e-05,4.436e-05,1.405e-05,1.596e-05,0.0002202,0.0002904,0.0002922,0.0003084,0.0002870,0.0001955,0.0002506,0.0002647,0.0001978,0.0002319,-19.7
63343,1.670e-06,2.858e-05,-2.21e-05,-1.75e-05,1.804e-05,2.258e-05,3.702e-05,1.482e-05,1.643e-05,0.0002210,0.0002835,0.0003373,0.0003205,0.0003153,0.0001925,0.0002442,0.0002640,0.0001991,0.0002384,-19.7
