Row,PBstart,PCstart,PDstart,PFstart,PArise,PBrise,PCrise,PDrise,PFrise,PAfall,PBfall,PCfall,PDfall,PFfall,PAwidth,PBwidth,PCwidth,PDwidth,PFwidth,y
1858,-3.11e-06,9.453e-07,-1.45e-05,-2.98e-05,1.946e-05,2.067e-05,2.492e-05,1.130e-05,8.547e-06,0.0002152,0.0002418,0.0002299,0.0002200,0.0001851,0.0001982,0.0002014,0.0002306,3.939e-05,6.729e-05,-9.988
1877,-2.25e-06,2.333e-06,-1.50e-05,-2.99e-05,1.966e-05,1.995e-05,2.680e-05,1.101e-05,8.565e-06,0.0002144,0.0002015,0.0002010,0.0002056,0.0001917,0.0002008,0.0001981,0.0002248,4.049e-05,6.990e-05,-9.988
2771,3.686e-07,1.559e-06,-1.84e-05,-2.99e-05,1.902e-05,2.269e-05,2.756e-05,1.066e-05,8.490e-06,0.0002086,0.0002224,0.0002318,0.0002057,0.0001988,0.0002014,0.0002179,0.0002346,0.0001393,0.0001077,-9.988
2974,-1.23e-06,-1.37e-06,-1.72e-05,-3.04e-05,1.885e-05,2.094e-05,2.866e-05,1.001e-05,8.395e-06,0.0002059,0.0002314,0.0002496,0.0002054,0.0001998,0.0001961,0.0002180,0.0002356,0.0001045,8.750e-05,-9.988
3265,4.525e-07,3.840e-06,-1.86e-05,-3.00e-05,1.873e-05,2.326e-05,2.757e-05,1.049e-05,8.483e-06,0.0002230,0.0002169,0.0002093,0.0002181,0.0001948,0.0001988,0.0002104,0.0002239,0.0001394,0.0001028,-9.988
3399,7.415e-07,4.649e-06,-1.90e-05,-3.04e-05,1.841e-05,2.243e-05,2.420e-05,1.089e-05,8.675e-06,0.0001948,0.0001997,0.0002066,0.0002043,0.0002049,0.0001986,0.0002186,0.0002286,0.0001380,0.0001128,-9.988
3428,-1.88e-06,3.077e-06,-1.60e-05,-2.99e-05,1.895e-05,2.001e-05,2.569e-05,1.054e-05,8.381e-06,0.0002154,0.0002243,0.0002280,0.0002176,0.0001949,0.0001974,0.0002112,0.0002304,4.636e-05,7.366e-05,-9.988
4242,-2.63e-07,-4.06e-07,-1.75e-05,-3.06e-05,1.941e-05,2.038e-05,2.593e-05,9.892e-06,8.400e-06,0.0002093,0.0002240,0.0002224,0.0002011,0.0001929,0.0001926,0.0002142,0.0002470,0.0001029,9.000e-05,-9.988
4689,-1.38e-06,1.668e-06,-1.65e-05,-3.01e-05,1.963e-05,2.115e-05,2.688e-05,1.008e-05,8.307e-06,0.0001956,0.0002049,0.0002065,0.0001978,0.0001916,0.0001974,0.0002118,0.0002288,9.765e-05,8.728e-05,-9.988
4928,-1.36e-06,2.698e-06,-1.56e-05,-2.96e-05,1.922e-05,1.989e-05,2.779e-05,1.040e-05,8.321e-06,0.0002248,0.0002228,0.0002335,0.0001974,0.0001962,0.0002029,0.0002130,0.0002218,4.890e-05,7.703e-05,-9.988
