Row,PBstart,PCstart,PDstart,PFstart,PArise,PBrise,PCrise,PDrise,PFrise,PAfall,PBfall,PCfall,PDfall,PFfall,PAwidth,PBwidth,PCwidth,PDwidth,PFwidth,y
1519,3.007e-06,2.060e-05,-2.17e-05,-2.51e-05,2.027e-05,2.670e-05,3.613e-05,1.376e-05,1.362e-05,0.0002338,0.0002966,0.0003171,0.0003090,0.0003033,0.0001938,0.0002609,0.0002802,0.0001908,0.0002094,-17.992
1551,3.736e-06,2.315e-05,-2.15e-05,-2.25e-05,2.075e-05,2.559e-05,3.536e-05,1.470e-05,1.483e-05,0.0002306,0.0003090,0.0003263,0.0003271,0.0003140,0.0001995,0.0002485,0.0002675,0.0002048,0.0002247,-17.992
3441,3.073e-06,2.295e-05,-2.26e-05,-2.21e-05,1.972e-05,2.588e-05,3.635e-05,1.420e-05,1.490e-05,0.0002285,0.0002996,0.0003217,0.0003210,0.0003080,0.0001938,0.0002567,0.0002712,0.0002072,0.0002269,-17.992
3903,2.533e-06,2.260e-05,-2.26e-05,-2.26e-05,1.974e-05,2.582e-05,3.768e-05,1.408e-05,1.475e-05,0.0002332,0.0003056,0.0003143,0.0003175,0.0002999,0.0001955,0.0002612,0.0002743,0.0002016,0.0002217,-17.992
5625,3.250e-06,2.401e-05,-2.29e-05,-2.11e-05,1.965e-05,2.522e-05,4.015e-05,1.313e-05,1.410e-05,0.0002314,0.0002990,0.0003459,0.0003015,0.0002913,0.0001964,0.0002615,0.0002758,0.0001865,0.0002181,-17.992
5662,3.424e-06,2.407e-05,-2.28e-05,-2.24e-05,1.977e-05,2.606e-05,3.675e-05,1.324e-05,1.384e-05,0.0002280,0.0003084,0.0003232,0.0002950,0.0002962,0.0001953,0.0002583,0.0002727,0.0001908,0.0002192,-17.992
5805,3.444e-06,2.158e-05,-2.18e-05,-2.23e-05,2.035e-05,2.402e-05,3.539e-05,1.446e-05,1.524e-05,0.0002336,0.0003063,0.0002936,0.0003323,0.0003084,0.0001948,0.0002538,0.0002747,0.0002088,0.0002276,-17.992
5858,3.133e-06,2.369e-05,-2.31e-05,-2.26e-05,1.937e-05,2.546e-05,3.681e-05,1.292e-05,1.395e-05,0.0002366,0.0003042,0.0003305,0.0003045,0.0002995,0.0001959,0.0002548,0.0002789,0.0001857,0.0002188,-17.992
6412,3.622e-06,2.224e-05,-2.26e-05,-2.23e-05,1.989e-05,2.592e-05,3.769e-05,1.379e-05,1.418e-05,0.0002232,0.0002950,0.0003063,0.0003150,0.0002996,0.0001976,0.0002594,0.0002740,0.0001945,0.0002231,-17.992
6467,3.894e-06,2.399e-05,-2.20e-05,-2.30e-05,2.064e-05,2.534e-05,3.515e-05,1.384e-05,1.441e-05,0.0002316,0.0002945,0.0003224,0.0003124,0.0003130,0.0001998,0.0002632,0.0002680,0.0001955,0.0002165,-17.992
6793,3.375e-06,2.269e-05,-2.24e-05,-2.41e-05,2.053e-05,2.613e-05,3.789e-05,1.294e-05,1.356e-05,0.0002408,0.0003086,0.0003229,0.0003024,0.0003100,0.0002004,0.0002570,0.0002775,0.0001745,0.0002028,-17.992
7102,3.828e-06,2.455e-05,-2.26e-05,-2.10e-05,1.977e-05,2.490e-05,3.661e-05,1.427e-05,1.536e-05,0.0002331,0.0003062,0.0003153,0.0003393,0.0003101,0.0001939,0.0002558,0.0002680,0.0002069,0.0002275,-17.992
7232,3.407e-06,2.451e-05,-2.34e-05,-2.10e-05,1.911e-05,2.452e-05,3.782e-05,1.421e-05,1.567e-05,0.0002292,0.0003082,0.0002893,0.0003190,0.0003074,0.0001940,0.0002571,0.0002811,0.0002048,0.0002317,-17.992
7439,3.426e-06,2.272e-05,-2.30e-05,-2.07e-05,1.961e-05,2.523e-05,3.866e-05,1.353e-05,1.500e-05,0.0002348,0.0002950,0.0003402,0.0003126,0.0003249,0.0001947,0.0002627,0.0002816,0.0001971,0.0002301,-17.992
7471,2.080e-06,2.288e-05,-2.26e-05,-2.37e-05,1.983e-05,2.511e-05,3.746e-05,1.410e-05,1.494e-05,0.0002246,0.0003174,0.0002896,0.0003183,0.0002994,0.0001917,0.0002574,0.0002748,0.0001976,0.0002207,-17.992
7691,2.702e-06,2.499e-05,-2.27e-05,-1.87e-05,2.017e-05,2.340e-05,3.508e-05,1.441e-05,1.725e-05,0.0002314,0.0002984,0.0002875,0.0003344,0.0003126,0.0001954,0.0002446,0.0002694,0.0002120,0.0002414,-17.992
7698,2.571e-06,2.287e-05,-2.34e-05,-2.15e-05,1.901e-05,2.376e-05,3.873e-05,1.415e-05,1.587e-05,0.0002212,0.0003165,0.0002929,0.0003197,0.0003088,0.0001933,0.0002552,0.0002683,0.0002035,0.0002298,-17.992
7911,3.344e-06,2.379e-05,-2.28e-05,-2.17e-05,2.007e-05,2.546e-05,3.681e-05,1.391e-05,1.492e-05,0.0002232,0.0003004,0.0002959,0.0003212,0.0003088,0.0001984,0.0002583,0.0002681,0.0002037,0.0002268,-17.992
8805,2.519e-06,2.540e-05,-2.29e-05,-2.01e-05,1.967e-05,2.469e-05,3.629e-05,1.383e-05,1.573e-05,0.0002380,0.0003019,0.0002795,0.0003230,0.0002992,0.0001947,0.0002583,0.0002654,0.0002106,0.0002377,-17.992
9077,3.071e-06,2.546e-05,-2.26e-05,-2.01e-05,1.969e-05,2.406e-05,3.634e-05,1.364e-05,1.544e-05,0.0002233,0.0002734,0.0003213,0.0003155,0.0002829,0.0001939,0.0002550,0.0002669,0.0001939,0.0002282,-17.992
9253,2.541e-06,2.174e-05,-2.24e-05,-2.11e-05,2.001e-05,2.517e-05,3.787e-05,1.428e-05,1.543e-05,0.0002214,0.0002848,0.0002709,0.0003225,0.0003028,0.0001938,0.0002493,0.0002749,0.0002030,0.0002325,-17.992
10104,3.317e-06,2.355e-05,-2.27e-05,-2.18e-05,1.964e-05,2.589e-05,3.854e-05,1.362e-05,1.488e-05,0.0002376,0.0003016,0.0002864,0.0003117,0.0003119,0.0001949,0.0002645,0.0002755,0.0001958,0.0002258,-17.992
11554,4.209e-06,2.393e-05,-2.19e-05,-2.10e-05,2.085e-05,2.472e-05,3.680e-05,1.443e-05,1.560e-05,0.0002135,0.0002971,0.0002777,0.0003167,0.0003012,0.0001911,0.0002484,0.0002560,0.0002037,0.0002261,-17.992
11916,2.005e-06,2.288e-05,-2.27e-05,-2.10e-05,2.034e-05,2.414e-05,3.545e-05,1.458e-05,1.614e-05,0.0002253,0.0002817,0.0003011,0.0003392,0.0003074,0.0001946,0.0002509,0.0002665,0.0002221,0.0002389,-17.992
12031,2.979e-06,2.419e-05,-2.31e-05,-2.07e-05,1.936e-05,2.544e-05,3.770e-05,1.352e-05,1.491e-05,0.0002298,0.0002885,0.0003237,0.0003174,0.0003041,0.0001967,0.0002578,0.0002832,0.0002011,0.0002311,-17.992
12323,3.605e-06,2.228e-05,-2.25e-05,-2.07e-05,2.031e-05,2.513e-05,4.020e-05,1.436e-05,1.527e-05,0.0002196,0.0002791,0.0002937,0.0003283,0.0003003,0.0001943,0.0002513,0.0002655,0.0002034,0.0002281,-17.992
13086,3.462e-06,2.294e-05,-2.23e-05,-2.31e-05,1.993e-05,2.575e-05,3.763e-05,1.293e-05,1.401e-05,0.0002370,0.0002932,0.0003107,0.0003107,0.0002966,0.0001956,0.0002572,0.0002791,0.0001825,0.0002151,-17.992
13292,4.388e-06,2.310e-05,-2.21e-05,-2.19e-05,2.033e-05,2.500e-05,3.638e-05,1.437e-05,1.443e-05,0.0002261,0.0003106,0.0002888,0.0003182,0.0002887,0.0001972,0.0002657,0.0002716,0.0002021,0.0002211,-17.992
15565,2.761e-06,2.258e-05,-2.18e-05,-2.34e-05,2.067e-05,2.519e-05,3.490e-05,1.438e-05,1.506e-05,0.0002264,0.0002896,0.0002692,0.0003137,0.0002935,0.0001948,0.0002509,0.0002698,0.0001999,0.0002265,-17.992
15743,3.454e-06,2.109e-05,-2.22e-05,-2.51e-05,2.033e-05,2.634e-05,3.613e-05,1.354e-05,1.325e-05,0.0002283,0.0003119,0.0003233,0.0003012,0.0002905,0.0001956,0.0002582,0.0002829,0.0001896,0.0002103,-17.992
15994,3.650e-06,2.540e-05,-2.31e-05,-1.99e-05,1.923e-05,2.385e-05,3.809e-05,1.344e-05,1.534e-05,0.0002301,0.0002879,0.0003204,0.0003162,0.0003014,0.0001952,0.0002570,0.0002730,0.0001982,0.0002308,-17.992
16337,2.876e-06,2.662e-05,-2.29e-05,-1.81e-05,1.976e-05,2.481e-05,3.592e-05,1.407e-05,1.629e-05,0.0002177,0.0002894,0.0002804,0.0003278,0.0002978,0.0001915,0.0002532,0.0002756,0.0002088,0.0002379,-17.992
16874,3.103e-06,2.310e-05,-2.21e-05,-2.35e-05,2.054e-05,2.635e-05,3.609e-05,1.331e-05,1.343e-05,0.0002310,0.0002984,0.0003357,0.0002962,0.0003050,0.0001987,0.0002605,0.0002724,0.0001902,0.0002155,-17.992
16910,3.065e-06,2.635e-05,-2.32e-05,-1.98e-05,1.929e-05,2.366e-05,3.615e-05,1.385e-05,1.606e-05,0.0002442,0.0003128,0.0002829,0.0003369,0.0003089,0.0001946,0.0002554,0.0002636,0.0002027,0.0002298,-17.992
17103,2.469e-06,2.206e-05,-2.32e-05,-2.23e-05,1.916e-05,2.539e-05,3.672e-05,1.363e-05,1.492e-05,0.0002300,0.0002707,0.0003166,0.0003032,0.0003043,0.0001985,0.0002576,0.0002769,0.0001955,0.0002286,-17.992
18806,2.996e-06,2.669e-05,-2.32e-05,-1.77e-05,1.984e-05,2.390e-05,3.862e-05,1.420e-05,1.669e-05,0.0002279,0.0002942,0.0003053,0.0003364,0.0002934,0.0001871,0.0002499,0.0002716,0.0002073,0.0002363,-17.992
18954,3.352e-06,2.226e-05,-2.29e-05,-2.33e-05,1.994e-05,2.559e-05,3.718e-05,1.318e-05,1.389e-05,0.0002414,0.0002962,0.0003025,0.0003017,0.0003005,0.0001930,0.0002578,0.0002799,0.0001906,0.0002176,-17.992
19024,3.335e-06,2.347e-05,-2.29e-05,-2.19e-05,1.966e-05,2.506e-05,3.797e-05,1.313e-05,1.432e-05,0.0002358,0.0002972,0.0003438,0.0003084,0.0003117,0.0001968,0.0002564,0.0002774,0.0001908,0.0002252,-17.992
20329,2.792e-06,2.597e-05,-2.34e-05,-1.81e-05,1.915e-05,2.449e-05,3.750e-05,1.398e-05,1.637e-05,0.0002217,0.0002921,0.0003184,0.0003226,0.0002969,0.0001939,0.0002552,0.0002823,0.0002138,0.0002373,-17.992
20459,-5.73e-06,1.864e-05,5.149e-05,2.150e-05,1.791e-05,2.289e-05,2.418e-05,3.371e-05,2.182e-05,0.0002488,0.0003002,0.0003098,0.0002979,0.0002898,0.0002010,0.0002382,0.0002369,0.0002697,0.0002243,-17.992
20681,4.265e-06,2.363e-05,-2.21e-05,-2.31e-05,2.037e-05,2.551e-05,3.619e-05,1.323e-05,1.388e-05,0.0002286,0.0002982,0.0003219,0.0002996,0.0003000,0.0001964,0.0002553,0.0002812,0.0001868,0.0002156,-17.992
22094,2.870e-06,2.546e-05,-2.36e-05,-1.96e-05,1.948e-05,2.495e-05,3.737e-05,1.423e-05,1.604e-05,0.0002373,0.0002936,0.0002846,0.0003393,0.0003103,0.0001918,0.0002545,0.0002635,0.0002097,0.0002381,-17.992
22376,3.903e-06,2.422e-05,-2.30e-05,-2.06e-05,1.951e-05,2.391e-05,3.797e-05,1.371e-05,1.534e-05,0.0002268,0.0002959,0.0003295,0.0003173,0.0003129,0.0001975,0.0002607,0.0002741,0.0002068,0.0002268,-17.992
23045,3.678e-06,2.333e-05,-2.24e-05,-2.23e-05,1.995e-05,2.505e-05,3.662e-05,1.406e-05,1.478e-05,0.0002468,0.0003067,0.0003241,0.0003180,0.0003090,0.0001974,0.0002599,0.0002741,0.0001949,0.0002244,-17.992
23296,3.704e-06,2.239e-05,-2.26e-05,-2.22e-05,1.971e-05,2.456e-05,3.625e-05,1.435e-05,1.509e-05,0.0002156,0.0002974,0.0002887,0.0003232,0.0003128,0.0001858,0.0002520,0.0002664,0.0002053,0.0002270,-17.992
24110,3.753e-06,2.323e-05,-2.20e-05,-2.21e-05,2.046e-05,2.455e-05,3.753e-05,1.388e-05,1.505e-05,0.0002363,0.0003089,0.0003486,0.0003185,0.0003157,0.0001913,0.0002607,0.0002704,0.0001974,0.0002271,-17.992
24137,3.245e-06,2.224e-05,-2.22e-05,-2.23e-05,2.060e-05,2.347e-05,3.588e-05,1.455e-05,1.545e-05,0.0002479,0.0003309,0.0003007,0.0003615,0.0003376,0.0001973,0.0002545,0.0002764,0.0002059,0.0002300,-17.992
24190,2.626e-06,2.345e-05,-2.30e-05,-2.17e-05,1.950e-05,2.550e-05,3.582e-05,1.349e-05,1.488e-05,0.0002540,0.0003124,0.0003148,0.0003245,0.0003175,0.0002010,0.0002616,0.0002839,0.0001973,0.0002279,-17.992
24523,3.596e-06,2.515e-05,-2.33e-05,-2.10e-05,1.959e-05,2.363e-05,3.674e-05,1.435e-05,1.543e-05,0.0002200,0.0002914,0.0003119,0.0003162,0.0002871,0.0001885,0.0002572,0.0002733,0.0002041,0.0002283,-17.992
24898,3.717e-06,2.384e-05,-2.25e-05,-2.18e-05,2.045e-05,2.542e-05,3.677e-05,1.325e-05,1.451e-05,0.0002267,0.0002918,0.0002958,0.0002915,0.0002986,0.0001941,0.0002601,0.0002720,0.0001882,0.0002230,-17.992
25750,2.960e-06,2.615e-05,-2.25e-05,-2.10e-05,1.962e-05,2.462e-05,3.667e-05,1.382e-05,1.540e-05,0.0002180,0.0002922,0.0002933,0.0003087,0.0003008,0.0001933,0.0002529,0.0002803,0.0001970,0.0002287,-17.992
25852,2.636e-06,2.253e-05,-2.20e-05,-2.35e-05,2.062e-05,2.539e-05,3.586e-05,1.470e-05,1.499e-05,0.0002252,0.0002791,0.0002990,0.0003323,0.0003011,0.0001944,0.0002587,0.0002723,0.0002064,0.0002247,-17.992
26042,3.019e-06,2.266e-05,-2.33e-05,-2.24e-05,1.965e-05,2.521e-05,3.597e-05,1.434e-05,1.537e-05,0.0002357,0.0002960,0.0003269,0.0003183,0.0003036,0.0001934,0.0002465,0.0002694,0.0002076,0.0002263,-17.992
26270,3.276e-06,2.139e-05,-2.25e-05,-2.18e-05,2.045e-05,2.511e-05,4.026e-05,1.387e-05,1.501e-05,0.0002365,0.0003125,0.0003294,0.0003257,0.0003082,0.0001981,0.0002569,0.0002744,0.0001990,0.0002220,-17.992
26722,3.606e-06,2.268e-05,-2.19e-05,-2.25e-05,2.070e-05,2.570e-05,3.515e-05,1.368e-05,1.384e-05,0.0002244,0.0002794,0.0002811,0.0003047,0.0002959,0.0001971,0.0002562,0.0002807,0.0001974,0.0002238,-17.992
27146,2.804e-06,2.626e-05,-2.36e-05,-2.10e-05,1.944e-05,2.464e-05,3.479e-05,1.390e-05,1.537e-05,0.0002349,0.0003114,0.0003441,0.0003233,0.0003180,0.0001941,0.0002544,0.0002685,0.0002029,0.0002368,-17.992
27231,2.635e-06,2.464e-05,-2.36e-05,-2.00e-05,1.927e-05,2.433e-05,3.724e-05,1.421e-05,1.568e-05,0.0002187,0.0003242,0.0003497,0.0003196,0.0002961,0.0001930,0.0002559,0.0002792,0.0002120,0.0002369,-17.992
28024,2.451e-06,2.366e-05,-2.34e-05,-1.84e-05,1.962e-05,2.287e-05,3.735e-05,1.432e-05,1.713e-05,0.0002384,0.0002915,0.0003225,0.0003519,0.0003163,0.0001926,0.0002537,0.0002642,0.0002097,0.0002397,-17.992
28344,2.699e-06,2.305e-05,-2.26e-05,-2.14e-05,1.949e-05,2.591e-05,3.699e-05,1.416e-05,1.539e-05,0.0002374,0.0002844,0.0003009,0.0003171,0.0002977,0.0001974,0.0002590,0.0002762,0.0002101,0.0002288,-17.992
29549,3.802e-06,2.165e-05,-2.27e-05,-2.37e-05,1.965e-05,2.396e-05,3.619e-05,1.419e-05,1.498e-05,0.0002203,0.0002944,0.0003164,0.0003226,0.0002984,0.0001977,0.0002575,0.0002829,0.0002005,0.0002241,-17.992
29896,3.540e-06,2.630e-05,-2.24e-05,-2.02e-05,2.027e-05,2.514e-05,3.741e-05,1.332e-05,1.495e-05,0.0002450,0.0003065,0.0003067,0.0003137,0.0003111,0.0001963,0.0002625,0.0002767,0.0002002,0.0002321,-17.992
30041,3.024e-06,2.299e-05,-2.20e-05,-2.25e-05,2.080e-05,2.545e-05,3.500e-05,1.471e-05,1.562e-05,0.0002231,0.0002793,0.0002839,0.0003232,0.0003094,0.0001965,0.0002476,0.0002684,0.0002133,0.0002313,-17.992
30221,2.711e-06,2.305e-05,-2.23e-05,-2.05e-05,2.038e-05,2.359e-05,3.423e-05,1.441e-05,1.635e-05,0.0002350,0.0002612,0.0002815,0.0003270,0.0003063,0.0001916,0.0002462,0.0002607,0.0002090,0.0002298,-17.992
31077,3.539e-06,2.646e-05,-1.93e-05,-1.65e-05,2.366e-05,2.715e-05,4.002e-05,1.551e-05,1.690e-05,0.0002685,0.0003700,0.0004253,0.0004314,0.0003757,0.0002174,0.0002812,0.0003035,0.0002467,0.0002658,-17.992
31266,3.990e-06,2.518e-05,-2.28e-05,-2.14e-05,2.012e-05,2.408e-05,3.462e-05,1.350e-05,1.481e-05,0.0002246,0.0002927,0.0003158,0.0003041,0.0002867,0.0001999,0.0002632,0.0002773,0.0001932,0.0002263,-17.992
31461,3.923e-06,2.565e-05,-2.26e-05,-2.21e-05,1.983e-05,2.528e-05,3.468e-05,1.368e-05,1.443e-05,0.0002274,0.0002795,0.0002624,0.0003114,0.0002951,0.0001950,0.0002608,0.0002773,0.0001955,0.0002231,-17.992
31818,3.398e-06,2.628e-05,-2.31e-05,-2.02e-05,1.951e-05,2.540e-05,3.735e-05,1.324e-05,1.487e-05,0.0002348,0.0003055,0.0003227,0.0003073,0.0002998,0.0001971,0.0002640,0.0002843,0.0001980,0.0002327,-17.992
32922,3.276e-06,2.181e-05,-2.17e-05,-2.49e-05,2.090e-05,2.619e-05,3.583e-05,1.334e-05,1.302e-05,0.0002323,0.0003020,0.0003335,0.0003003,0.0002987,0.0002005,0.0002556,0.0002787,0.0001933,0.0002100,-17.992
34377,3.050e-06,2.120e-05,-2.20e-05,-2.46e-05,2.057e-05,2.656e-05,3.713e-05,1.361e-05,1.399e-05,0.0002258,0.0002999,0.0003158,0.0003169,0.0003004,0.0002019,0.0002663,0.0002771,0.0001866,0.0002175,-17.992
34885,3.527e-06,2.721e-05,-2.28e-05,-1.97e-05,1.958e-05,2.472e-05,3.559e-05,1.371e-05,1.511e-05,0.0002249,0.0002931,0.0003363,0.0003125,0.0002974,0.0001961,0.0002588,0.0002651,0.0002021,0.0002261,-17.992
35146,7.731e-06,2.853e-05,1.562e-05,-5.09e-06,1.986e-05,3.114e-05,3.728e-05,3.140e-05,1.927e-05,0.0002370,0.0002808,0.0002881,0.0002909,0.0002703,0.0001973,0.0002491,0.0002616,0.0002834,0.0002320,-17.992
36124,2.988e-06,2.051e-05,-2.25e-05,-2.37e-05,2.027e-05,2.540e-05,3.632e-05,1.388e-05,1.447e-05,0.0002205,0.0003257,0.0003263,0.0003120,0.0003112,0.0001966,0.0002549,0.0002724,0.0002006,0.0002236,-17.992
36697,2.558e-06,2.608e-05,-2.27e-05,-1.83e-05,2.019e-05,2.256e-05,3.463e-05,1.481e-05,1.673e-05,0.0002394,0.0003222,0.0003231,0.0003679,0.0003255,0.0001898,0.0002380,0.0002678,0.0002133,0.0002405,-17.992
36997,2.705e-06,2.570e-05,-2.35e-05,-1.89e-05,1.994e-05,2.313e-05,3.831e-05,1.426e-05,1.690e-05,0.0002284,0.0002809,0.0003008,0.0003424,0.0003253,0.0001919,0.0002467,0.0002606,0.0002151,0.0002425,-17.992
37358,2.781e-06,2.461e-05,-2.33e-05,-2.20e-05,1.921e-05,2.455e-05,3.720e-05,1.332e-05,1.474e-05,0.0002322,0.0002941,0.0003039,0.0003141,0.0002931,0.0001987,0.0002594,0.0002809,0.0001912,0.0002277,-17.992
37577,3.211e-06,2.308e-05,-2.23e-05,-2.23e-05,1.968e-05,2.539e-05,3.505e-05,1.358e-05,1.464e-05,0.0002354,0.0003040,0.0003400,0.0003150,0.0003150,0.0001968,0.0002596,0.0002894,0.0001913,0.0002245,-17.992
38211,3.795e-06,2.282e-05,-2.26e-05,-2.16e-05,1.995e-05,2.332e-05,3.535e-05,1.460e-05,1.592e-05,0.0002567,0.0003207,0.0003275,0.0003558,0.0003420,0.0001907,0.0002479,0.0002808,0.0002116,0.0002339,-17.992
38308,2.758e-06,2.676e-05,-2.26e-05,-1.73e-05,1.988e-05,2.411e-05,3.728e-05,1.417e-05,1.659e-05,0.0002213,0.0002765,0.0002746,0.0003128,0.0002962,0.0001941,0.0002463,0.0002693,0.0002132,0.0002411,-17.992
38410,2.447e-06,2.322e-05,-2.22e-05,-2.17e-05,1.979e-05,2.616e-05,3.772e-05,1.421e-05,1.520e-05,0.0002390,0.0003173,0.0002924,0.0003462,0.0003359,0.0001920,0.0002503,0.0002661,0.0002064,0.0002307,-17.992
38930,2.407e-06,2.380e-05,-2.29e-05,-2.14e-05,1.923e-05,2.489e-05,3.925e-05,1.391e-05,1.573e-05,0.0002311,0.0003324,0.0002911,0.0003353,0.0003085,0.0001928,0.0002632,0.0002642,0.0001999,0.0002298,-17.992
40016,2.791e-06,2.238e-05,-2.22e-05,-2.30e-05,2.025e-05,2.545e-05,3.388e-05,1.455e-05,1.551e-05,0.0002392,0.0002960,0.0003054,0.0003367,0.0003160,0.0001915,0.0002518,0.0002659,0.0002070,0.0002283,-17.992
41179,3.566e-06,2.510e-05,-2.30e-05,-2.23e-05,1.981e-05,2.527e-05,3.382e-05,1.359e-05,1.409e-05,0.0002264,0.0002694,0.0002992,0.0003011,0.0003029,0.0001949,0.0002572,0.0002734,0.0001967,0.0002242,-17.992
