Row,PBstart,PCstart,PDstart,PFstart,PArise,PBrise,PCrise,PDrise,PFrise,PAfall,PBfall,PCfall,PDfall,PFfall,PAwidth,PBwidth,PCwidth,PDwidth,PFwidth,y
1039,-3.33e-06,5.736e-05,3.461e-06,3.484e-05,1.246e-05,1.897e-05,3.393e-05,1.565e-05,2.655e-05,0.0002087,0.0002512,0.0002739,0.0002963,0.0002695,0.0001188,0.0001583,0.0002409,0.0001838,0.0002250,-41.01
1091,-7.82e-07,6.036e-05,9.272e-06,3.877e-05,1.396e-05,1.803e-05,3.085e-05,1.575e-05,2.658e-05,0.0001970,0.0002603,0.0002494,0.0002703,0.0002310,0.0001332,0.0001404,0.0002529,0.0001842,0.0002231,-41.01
1352,-3.38e-06,5.579e-05,1.783e-06,3.254e-05,1.195e-05,1.843e-05,3.559e-05,1.530e-05,2.611e-05,0.0002026,0.0002743,0.0002800,0.0002822,0.0002649,0.0001113,0.0001789,0.0002437,0.0001750,0.0002239,-41.01
1444,-1.04e-06,5.977e-05,7.689e-06,3.508e-05,1.250e-05,1.800e-05,3.105e-05,1.488e-05,2.442e-05,0.0002047,0.0002626,0.0003077,0.0002642,0.0002532,0.0001144,0.0001857,0.0002474,0.0001641,0.0002185,-41.01
2016,-1.92e-06,5.831e-05,7.097e-06,3.582e-05,1.277e-05,1.797e-05,3.050e-05,1.486e-05,2.404e-05,0.0002044,0.0002655,0.0003119,0.0002766,0.0002701,0.0001196,0.0001667,0.0002631,0.0001711,0.0002265,-41.01
2313,-2.12e-06,6.021e-05,7.175e-06,3.906e-05,1.409e-05,1.833e-05,2.943e-05,1.656e-05,2.720e-05,0.0001965,0.0002827,0.0002745,0.0002849,0.0002630,0.0001310,0.0001389,0.0002415,0.0001873,0.0002310,-41.01
2608,-2.60e-06,5.928e-05,6.260e-06,3.821e-05,1.355e-05,1.859e-05,3.097e-05,1.597e-05,2.712e-05,0.0001982,0.0002738,0.0002570,0.0003035,0.0002763,0.0001307,0.0001405,0.0002463,0.0001882,0.0002328,-41.01
2852,-3.52e-06,5.743e-05,2.949e-06,3.265e-05,1.192e-05,1.816e-05,3.178e-05,1.446e-05,2.392e-05,0.0002007,0.0002775,0.0002976,0.0002695,0.0002776,0.0001077,0.0001907,0.0002586,0.0001664,0.0002250,-41.01
3020,-3.32e-06,5.781e-05,2.436e-06,3.200e-05,1.194e-05,1.779e-05,3.211e-05,1.418e-05,2.384e-05,0.0002071,0.0002623,0.0003015,0.0002596,0.0002646,0.0001052,0.0001924,0.0002483,0.0001611,0.0002167,-41.01
3150,-3.00e-06,5.720e-05,3.684e-06,3.363e-05,1.202e-05,1.872e-05,3.362e-05,1.516e-05,2.445e-05,0.0001921,0.0002448,0.0002358,0.0002506,0.0002189,0.0001110,0.0001831,0.0002549,0.0001693,0.0002174,-41.01
3458,-1.26e-06,5.953e-05,7.670e-06,3.771e-05,1.323e-05,1.813e-05,2.973e-05,1.528e-05,2.584e-05,0.0002009,0.0002469,0.0002188,0.0002667,0.0002380,0.0001251,0.0001577,0.0002431,0.0001773,0.0002226,-41.01
