Row,PBstart,PCstart,PDstart,PFstart,PArise,PBrise,PCrise,PDrise,PFrise,PAfall,PBfall,PCfall,PDfall,PFfall,PAwidth,PBwidth,PCwidth,PDwidth,PFwidth,y
1455,-7.69e-06,4.428e-05,-1.20e-05,1.699e-05,1.207e-05,1.567e-05,3.280e-05,1.276e-05,2.479e-05,0.0002162,0.0002466,0.0003068,0.0002660,0.0002659,0.0001242,0.0002080,0.0002440,0.0001652,0.0002263,-39.4
1583,-1.20e-05,4.840e-05,-6.73e-06,2.838e-05,9.424e-06,1.521e-05,3.617e-05,1.475e-05,2.623e-05,0.0001839,0.0002396,0.0002711,0.0002692,0.0002754,9.485e-05,0.0001706,0.0002410,0.0001631,0.0002258,-39.4
4352,-1.20e-05,5.230e-05,-4.66e-06,2.776e-05,9.418e-06,1.569e-05,3.023e-05,1.461e-05,2.601e-05,0.0002014,0.0002530,0.0002843,0.0002741,0.0002717,9.418e-05,0.0001769,0.0002411,0.0001561,0.0002199,-39.4
5858,-1.36e-05,4.784e-05,-8.70e-06,2.570e-05,9.350e-06,1.490e-05,3.475e-05,1.425e-05,2.516e-05,0.0002057,0.0002403,0.0002537,0.0002380,0.0002513,9.035e-05,0.0001672,0.0002439,0.0001565,0.0002243,-39.4
6607,-1.25e-05,4.988e-05,-6.83e-06,2.526e-05,9.777e-06,1.569e-05,3.215e-05,1.419e-05,2.624e-05,0.0002238,0.0002599,0.0002654,0.0002606,0.0002558,9.580e-05,0.0001741,0.0002338,0.0001586,0.0002209,-39.4
7088,-1.21e-05,5.057e-05,-5.69e-06,2.548e-05,1.092e-05,1.413e-05,3.188e-05,1.311e-05,2.471e-05,0.0002126,0.0002471,0.0003128,0.0002544,0.0002515,9.211e-05,0.0001712,0.0002462,0.0001401,0.0002183,-39.4
7602,-1.21e-05,5.133e-05,-7.54e-06,2.719e-05,9.698e-06,1.563e-05,3.380e-05,1.495e-05,2.802e-05,0.0001916,0.0002616,0.0002584,0.0002735,0.0002606,9.617e-05,0.0001769,0.0002497,0.0001675,0.0002238,-39.4
10077,-1.24e-05,5.075e-05,-7.09e-06,2.524e-05,1.065e-05,1.494e-05,3.126e-05,1.363e-05,2.574e-05,0.0002127,0.0002360,0.0002447,0.0002437,0.0002427,9.328e-05,0.0001691,0.0002372,0.0001462,0.0002185,-39.4
11043,-1.19e-05,5.014e-05,-3.70e-06,2.724e-05,1.012e-05,1.530e-05,3.123e-05,1.377e-05,2.526e-05,0.0002064,0.0002379,0.0002447,0.0002548,0.0002588,9.516e-05,0.0001743,0.0002343,0.0001456,0.0002151,-39.4
11979,-1.30e-05,4.972e-05,-7.15e-06,2.529e-05,1.034e-05,1.421e-05,3.129e-05,1.337e-05,2.576e-05,0.0002036,0.0002341,0.0002811,0.0002387,0.0002550,8.625e-05,0.0001676,0.0002412,0.0001433,0.0002155,-39.4
12401,-5.63e-06,4.653e-05,-7.01e-06,2.237e-05,1.024e-05,2.299e-05,3.188e-05,1.741e-05,2.587e-05,0.0002130,0.0002611,0.0003076,0.0002811,0.0002743,0.0001123,0.0002170,0.0002552,0.0002007,0.0002225,-39.4
